sentiment,message,tweetid
1,RT @shannynmoore: Our community had 100% show up to #MarchForScience - we can see climate change from our porch. #Alaska https://t.co/dRzZE…,844263
-1,RT @ian_mckelvey: Republicans don't ignore 'climate change'. We simply recognize it for what it is: a very large-scale wealth redistr…,77465
1,"RT @WoodsHoleResCtr: In Arctic Siberia, scientists try to stave off catastrophic climate change by resurrecting an Ice Age biome: https://t…",18891
2,RT @citizensclimate: Experts say warmer winters caused by #climate change are allowing ticks to expand into new regions…,883478
0,#creative global warming titles plastic filing system,349608
1,"RT @Alejand15806122: @pinkfloyd 
Please we ask the artists of the world to raise their voices and to help us against climate change #Climat…",496412
2,Now I Get It: The hot debate over the Paris Agreement on climate change https://t.co/eQBj13Z2wG https://t.co/kAyHMj5y9p,770760
2,RT @pablorodas: EnvDefenseFund: Why Walmart is doubling down on its commitment to climate change. https://t.co/g9e6NELDgF,79864
0,Harry is typing up a strongly worded email to management about the dangers of global warming shortly,218842
2,RT @tveitdal: China blames climate change for record sea levels https://t.co/JlSRBdkwSk https://t.co/9lY9OGN2Im,248187
2,G7 leaders pressure #Trump on #climate change: New Kerala https://t.co/5YsNol9mym #environment,911688
1,RT @nikki_emm: Good morning to everyone except climate change deniers ☀️�� https://t.co/AOrwHSvwhF,869871
2,RT @NewRepublic: Rex Tillerson isn’t sweating climate change. https://t.co/XkKbG0K4os https://t.co/u9flCZNw4l,396159
-1,"RT @RonNehring: If the 'solution' to 'climate change' was lower taxes, smaller government, and more freedom, would leftists still be intere…",41311
1,Dangerous times when a world leader has called climate change a hoax. https://t.co/Gyn79cRBW0,481570
1,RT @ava: Remember others. People outside of America are suffering from the severe effects of climate change too. They also n…,274760
1,"US fed dept censoring term 'climate change',@guardian If we don't talk about @realDonaldTrump will he go away too? https://t.co/By5zGTxPxE",535382
2,"Experts to Trump: climate change threatens the US military.

#Veterans #USN #ClimateChange https://t.co/DIMaaek0yq",486685
2,"RT @ProfTerryHughes: AAAS Science: 'There’s only one way to save the Great Barrier Reef', scientists conclude - deal with climate change ht…",15763
2,RT @AP: BREAKING: Group of Seven final declaration says U.S. 'not in a position to join consensus' on climate change.,651023
1,"RT @thinkprogress: Oklahoma hits 100 ° in the dead of winter, because climate change is real
https://t.co/6lroRTg9rR https://t.co/YmpUDuEWum",826781
-1,@TamiMarie9 @Alyssa_Milano global warming? Lol come on the earth is millions or billions of years old and all of sudden the world will melt?,252173
-1,ANONYMOUS RELEASE SHOCKING DOCUMENTARY let's hear less about global warming and more about GMO. https://t.co/vMJEez7der,313808
0,Anyone have ideas (or content to share) for teaching climate change content in Calc 1/Calc 2? https://t.co/0hpeaohpd6,970271
2,RT @Acosta: EPA removes climate change information from website https://t.co/37IA1w2KcM,902623
2,"From racism to climate change, CEOs keep turning on Trump https://t.co/6QTBKk5Ta1 via @CNNMoney",582082
0,"@WMassNews I thought it was increasingly poor diets and lack of exercise, but climate change makes more sense",555703
1,"RT @LastWeekTonight: If you donÃ¢â‚¬â„¢t believe man-made global warming is a a silly issue, give to the Natural Resources Defense Council (https:Ã¢â‚¬Â¦",21020
1,How the Fed joined the fight against climate change - The Federal Reserve’s policy ... - #green #cyprus - https://t.co/m1KU6d5TCU,478533
1,RT @mitchgarber: @vicenews Memo: Rex you're not the CEO of Exxonmobil anymore. U can Acknowledge climate change. 6th graders can explain th…,340067
0,@ScottFisherFOX7 wats global warming,253688
2,Trump to sweep away Obama climate change policies https://t.co/YxqOhkXNBU ���� #MAGA https://t.co/cR2SsKT0Y1,53266
2,RT @NYTScience: Is it O.K. to engineer the environment to fight climate change? https://t.co/q4bLoVmrsR,351309
2,"RT @CBSEveningNews: War on global warming is the only way to save world's coral, study says https://t.co/AFAI1700Uy https://t.co/Rkr2WGwxBm",152388
2,"RT @CBCNews: Trump win a 'disaster' in the fight against climate change, scientists and environmentalists sayÃ¢â‚¬Â¦",987536
1,RT @DShepYEG: Appreciate @doniveson’s leadership and partnership in taking responsible action to address climate change. #ableg https://t.c…,707946
1,@breanne_kirk so climate change deniers?,345849
2,Obama returns to spotlight to speak up on climate change - CNN https://t.co/oXjzmHmD0M,487431
0,"Never stands for anything significant it's always a democrat issue ,transgender, climate change, amnesty, single pa… https://t.co/hfHH8wvKYF",718709
1,"RT @YouTube: .@NatGeo teams up w/ @LeoDiCaprio to explore climate change and prevent catastrophe.

This is #BeforeTheFlood Ã¢â€ â€™Ã¢â‚¬Â¦",419597
2,RT @business: China tells Trump climate change isn't a hoax it invented https://t.co/eWVQtI28t3 https://t.co/7qV3RfzTTE,913557
2,"RT @A_Liberty_Rebel: Trump to sack “climate change” scientists &amp; slash the EPA:
non-sceptical seientists terrified
https://t.co/mVoD7EBbKh…",538881
1,RT @RogueNASA: The coral reef's distress and death are yet another marker of the ravages of global climate change. https://t.co/3g1zy6Yl6o,362427
2,"RT @lauras_realm: Obama: Private sector is key to tackling climate change:

https://t.co/9J8Z2Ukm2p

#Science #environment…",9093
0,@McTiann @Sisyphusa And how often has the Zero Books podcast denied climate change? Not once.,856698
-1,RT @realDonaldTrump: Windmills are the greatest threat in the US to both bald and golden eagles. Media claims fictional Ã¢â‚¬Ëœglobal warmingÃ¢â‚¬â„¢ isÃ¢â‚¬Â¦,159360
2,EPA removes climate change information from website https://t.co/XdM6CQZ2TY,337663
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,351255
0,"@ValentinoKhan i always start my conversations talking about global warming, it's a real ice-breaker! High five! 🖐",370108
1,Humans are causing climate change 170 times faster than nature... https://t.co/s43bD08Koo #Climatechange #Nature #Environment,435055
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,832572
1,"RT @Independent: If you really care about climate change, you should boycott the ridiculous Earth Hour stunt https://t.co/PoqEHCLUp8",769757
2,"RT @FBC_News: Experts facilitate climate change adaptation at WAF
https://t.co/rFpl4j4GLp https://t.co/ZlrZXeevPL",575575
2,"RT @guardianeco: Indigenous rights are key to preserving forests, climate change study finds https://t.co/h2dQfSeB1F",415202
0,RT @hyyhknj: its so humid and clammy someone stop global warming omg,436321
1,This not biblical prophecy lmao this is a product of climate change https://t.co/LXOIEZe9Y5,72863
2,RT @FoxNews: .@BillNye: “The speed that climate change is happening is caused by humans.” #Tucker https://t.co/cQiIFCYrtu,746265
2,Gore warns of dangers of climate change at Atlanta meeting https://t.co/orivtmrN1L D.C. is one,452046
1,"RT @nytimes: Opinion: We can win the fight against climate change, with or without Trump, writes Michael Bloomberg…",203701
1,We have a president elect that does not believe in climate change. This is dangerous to humanity and our planet.,405089
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,748028
1,RT @GlobalGoalsUN: Protecting people &amp; planet are at the heart of the #ParisAgreement on climate change. Momentum for action continues…,658310
1,"How to fix climate change: put cities, not countries, in charge | Benjamin Barber https://t.co/pl1F5FsxVy",589340
1,"RT @MartinOMalley: If @realDonaldTrump's @EPA pick @ScottPruittOK tries to dismantle work combating climate change, we'll fight him at ever…",189577
2,"RT @Patagorda: Rex Tillerson used an alias email at Exxon to discuss climate change, New York A.G. says https://t.co/WhF1jDdwct via @WSJ",401537
1,RT @NicolaiRoan: Must SEE | Cities fighting climate change: a hopeful story from 2016 #climatechange #greenshift https://t.co/eOFtazbOi9,951412
0,"No.
Are climate change and diabetes linked? @CNN https://t.co/AbWsdwXkHh",879736
1,GOPer: Why we don't talk about climate change - In the days since President Trump announced his intention to wi... https://t.co/cYPCBZax3E,25529
1,"RT @MichaelMick777: Although 97% of Climate Scientists Disagree, EPA head Scott Pruitt denies that carbon dioxide causes global warming

ht…",748554
2,RT @thehill: Sanders: Trump needs to be confronted about realities of climate change https://t.co/qW8KeneSLK https://t.co/piKHKlQ1NJ,732941
1,RT @SethMacFarlane: HRC proposes installing half a billion solar panels by the end of her first term. Trump thinks climate change is a hoaxÃ¢â‚¬Â¦,804767
2,RT @journalsentinel: ICYMI: Wisconsin DNR changes web page wording to say climate change is a matter of scientific debate https://t.co/uXiQ…,832662
1,"RT @rorybergin: Paris climate change agreement enters into force. The easy work is done, now comes the hard part. #climatechange https://tÃ¢â‚¬Â¦",790532
0,"@JakobBussolati people's everyday lives, if it does become extreme enough. Although global warming is controversial, the fact that...",781654
1,RT @chrisconsiders: victory for trump could mean the end of the world - literally. to have someone who thinks climate change is a hoax in oÃ¢â‚¬Â¦,301029
0,RT @TheDailyEdge: ICYMI: The US and China support action on climate change. Trump and Putin support the US not defending NATO allies https:Ã¢â‚¬Â¦,574762
1,@GlobalwarmJcp Humans are most definitely contributing to Globals warming. There are few natural causes of global warming,660494
1,"When I hear ppl say man is not driving climate change, I think of that football player who doesn't believe in dinos… https://t.co/SW4rE0LhNS",968934
2,Pakistan ratifies Paris Agreement to fight global warming https://t.co/2HA603zCvr | FOX News,597534
2,"Kim Stanley Robinson's New York 2140 is a glorious thought experiment on climate change - The Verge

The Verge

Ki… https://t.co/OyseFpmVwF",917112
2,"RT @cnni: Trump says 'nobody really knows' if climate change is real, despite vast majority of climate scientists saying it i… ",76804
1,"Retweeted UN Foundation (@unfoundation):

We're united in the fight against climate change! Add your voice to... https://t.co/oyZ8TR4Yuv",215314
0,@bri_brumbelow what on earth bigger than global warming has the government covered up? That just sounds ridiculous,502785
1,With climate change the problem is that the vast preponderance of victims do not yet exist.' https://t.co/Zh7tOqMVv0,686493
1,RT @cnni: No snow where there should be. Bleached anemones. Cracks in the ice. This is what climate change looks like:Ã¢â‚¬Â¦,422327
2,"RT @CBSThisMorning: “A lot of Republicans just assume that they’re supposed to ignore this issue,' @RepCurbelo says on climate change.…",162127
2,"RT @AJEnglish: Lab grown 'Super coral' that can survive a 100 years of climate change.

Via @AJTechKnow https://t.co/4bInr7yvwr",213815
2,UPDATE 3-Big Oil pledges $1 bln for gas technologies to fight climate change https://t.co/fYjebKJWJ3,37673
0,@LegInsurrection To reign global warming on Israel.,18648
1,"RT @scienceclimate: Science Educators, do you teach about climate change? Come collaborate with us. https://t.co/xDUazntsVA #climatechange…",446386
1,@railboy63 @bdbmobile @algore So glad people get that climate change isn't a heat wave!,762784
2,RT @guardiannews: Utopian ideas on climate change will get us precisely nowhere https://t.co/EB3d3FLPhp,970040
2,RT @InSpiteOfTrump: Barrier reef back in the crosshairs of global warming https://t.co/YDFGBZL0MY,504518
0,RT @itrevormoore: Be the climate change you wish to see in the world.,971194
1,RT @greenpeaceusa: This is what climate change looks like �� https://t.co/bMFHmVbVfb,970278
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,353911
1,Greens have long pinned hopes on cities stepping up on climate change. But what happens if states stop them? https://t.co/9JqcdFFLRJ,205314
1,RT @Omagus: 'How do you make climate change personal to someone who believes only God can alter the weather?',569721
0,"@EWdeVlieger Bijna elke duurzame loofbomen, paddenstoel instelling wil cashen onder het mom van global warming, ter… https://t.co/0j1b1usnUg",50664
1,"RT @brianklaas: Trump named a politician who has denied climate change science and who has no scientific credentials...to run NASA.
https:/…",119452
-1,Up to 18 inches of global warming to dump on NYC https://t.co/EoWL9ckJEw,949203
1,RT @PriyaSometimes: We live in a generation that is more scared of visible panty lines than it is of global warming.,141352
1,"RT @nytopinion: When it comes to climate change the threat is clear. Well, not entirely, says @BretStephensNYT.…",269867
-1,@FriendsOScience @00Kevin7 @manny_ottawa @EcoSenseNow @YouTube i was obviously misled by nasa's ice core global warming scare.,349282
1,RT @UnfamiliarMia: Michael Gove has voted against measures to prevent climate change and voted for culling badgers is our new environmental…,847236
-1,Europe has tons of money for global warming so it's time for them to pay for their own defense https://t.co/wUT1vW0MrV #MAGA,375937
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,725643
1,RT @SenSanders: We have a president-elect who doesn't believe in climate change. Millions of people are going to have to say: Mr. TÃ¢â‚¬Â¦,985447
-1,"RT @joelpollak: If you pretend the first Category 3 hurricane in 12 years has anything to do with global warming, you're not a scie…",237639
2,RT @_Unionistparty: Breaking news!!! @realDonaldTrump issues a massive gag order on any speech about climate change @CNN @foxnews @msnbc @c…,486037
1,RT @goldengateblond: So the @nytimes hired someone who thinks climate change is still up for debate. This is not a 'different opinion.'…,254804
1,RT @HillaryforSC: From climate change to immigration reformÃ¢â‚¬â€we need the help of Democrats at every level to solve our most complex prÃ¢â‚¬Â¦,590854
1,Going to miss him. Doing his best to protect us the best he can from a man who does not believe in climate change. https://t.co/tbCpd8CuPB,325005
1,Environmentalists cried hoarse for years. Now I hope the world is convinced of shocking speed of global warming. https://t.co/HN1ht9AdsR,861780
0,"And now for a message from climate change: Keep your seatbelt fastened, even when the sign isn't illuminated https://t.co/gCyfSfqEhe WIRED",813252
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,182649
1,"RT @ReclaimAnglesea: On climate change policy, neither time nor Trump are on Turnbull's side (Coal &amp; #ClimateAction incompatible #auspol) hÃ¢â‚¬Â¦",858209
2,RT @JonathanCohn: Why climate change is about to make flying a whole lot worse https://t.co/iHGnBY0DEg,657751
1,RT @chaplinlives: Fossil fuel industry whore EPA chief wants climate change 'debate' televised. Followed by a debate on gravity? https://t.…,937959
1,RT @Coral_Triangle: Spread the word that we need urgent action on climate change and reef conservation. #COP22 #oceans https://t.co/3GHN7t0Ã¢â‚¬Â¦,308435
0,the end of the world can not come soon enough COME ON climate change https://t.co/sBW01s7XpH,764743
0,she give me hot head i call her global warming,531037
1,"Tobacco, #climate change... The #MerchantsofDoubt are at work! #marchforscience @NaomiOreskes @ErikMConway https://t.co/FBzhjCVHRb",959738
2,"TRUMP DAILY: Apple, Google, Microsoft, and Amazon will continue to fight climate change despite Trump’s order #Trump https://t.co/7WEVPu8IOp",563239
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,507849
0,@Sethrogen stop global warming tear down h-wood replant trees  can't imgin all those explosions and limos  good 4 environment #hypocrits,612473
2,"The #chemicals industry has joined the fight to prevent climate change.
https://t.co/IYqB1ttOFC",358893
2,"RT @sciam: After Trump inauguration, White House website cuts references to 'climate change' and 'global warming.' @motherboard https://t.c…",351959
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,1144
-1,@AnnCoulter Good idea. I personally think gun control is the answer to global warming. It has to be the burning gunpowder that is doing it!,181502
2,NY AG says Tillerson used alias in emails on climate change https://t.co/GSF3Vo6UqH,77291
1,RT @washingtonpost: Opinion: Harvey should be the turning point in fighting climate change https://t.co/uOw8Dg9EdK,855526
2,RT @HuffingtonPost: UN: Paris deal won't be 'enough' to avoid worst effects of climate change https://t.co/2OzsX1RyKK https://t.co/Ube2xB0Ã¢â‚¬Â¦,372137
1,RT @postgreen: Al Gore offers to work with Trump on climate change. Good luck with that. https://t.co/ceJQGDxksj https://t.co/i1imNwePr6,371883
2,More winter-time haze in Beijing with global warming https://t.co/e7kwwNEnwh https://t.co/NHdC7alKOz,115685
-1,@Senator777 @mynameisNegan And @algore owns a condo in a San Fran flood zone - guess he doesn't believe in climate change after all,362750
0,RT @LaceyGreve13: People who denounce climate change be like: https://t.co/YcdGfTctcy,250334
0,i had forgot to #share that yes ''I DID #LIKED A TWEET OF @UN RELATED TO climate change of last possibly only 4-6 hours!!!! SO YESSS!! as th,686646
1,RT @MarkRuffalo: This will kill 120k people/yr. Donald Trump is about to undo Obama's legacy on climate change https://t.co/scSBgFmbVB # vi…,826757
0,"1st November???
Surely no such thing as #global warming https://t.co/95oamcu45D",63037
-1,"Dear global warming, 
Why couldn't you be real? 

Signed, 
A very confused person wondering why it's snowing in North Carolina right now",739011
1,RT @washingtonpost: 'Al Gore offers to work with Trump on climate change. Good luck with that.' https://t.co/3w5uUhkM89,635874
2,RT @CNNPolitics: German Chancellor Merkel closes the G20 summit with a rebuke of US President Trump's stance on climate change…,386539
1,Indigenous land rights: A cheap and effective climate change solution @FordFoundation https://t.co/bLQWuBtiYT,128514
1,RT @CNN: No snow where there should be. Bleached anemones. Cracks in the ice. This is what climate change looks like:Ã¢â‚¬Â¦,620843
0,RT @NOAAClimate: How confident are we about global warming's influence on certain extremes? https://t.co/OBr0sjrZ3l Q&amp;A:…,876475
1,RT @pablorodas: ClimateCentral: A program that will 'only become more critical with climate change' is on the chopping block in Tr… https:/…,199675
1,wef: The cleverest countries on climate change Ã¢â‚¬â€œ and what we can learn from them https://t.co/O0LzbW4vlm apoliticÃ¢â‚¬Â¦ https://t.co/ncLlXSkve6,836083
0,"RT @zeynepdereli: Ironic!
China warns Trump against abandoning climate change deal
Source: China has warned Donald Trump that he... https:/Ã¢â‚¬Â¦",543661
1,CAUSE ITS THE TRUTH BYE... Thats why your president doesnt believe in global warming... Cause yall think 90F is nor… https://t.co/opGs1tESAP,443238
1,Michael Bloomberg and Mark Carney: How to make a profit from defeating climate change | Opinion | The Guardian https://t.co/KzW5iAS68P,282362
2,"In generational shift, college Republicans poised to reform party on global warming https://t.co/plVx9WPPM9",159095
1,"RT @RedPeppermag: To stop cranks like Lord Lawson getting airtime, we need to provoke more interesting debates around climate change 
https…",176750
1,RT @Advil: the replies to this are why i stopped trying with climate change. humans deserve to suffer for their treatment of t…,497097
0,Hindi nako magtataka kong magkaka global warming kasi mama ba namin ng short oh! grabe ang puti bes �� https://t.co/zohSjeby53,850564
1,"Where not to find reporting on climate change: the opinion page. 

Yes, I actually read it. It's a bullshit argumen… https://t.co/qVxuAXBFdW",632428
0,republicans on global warming: https://t.co/seYNjKF0SU,825742
1,Worried about climate change or women's rights after the election? Donate to these charities https://t.co/5Rswz9Chaa,309693
1,RT @mcnees: The man who carried a snowball onto the Senate floor and claimed it disproved climate change. https://t.co/BWbGhrpYt1,238223
-1,RT @LiberalLogic123: Liberals are always talking about how science confirmed climate change but at the same time talking about how there…,464269
2,"RT @nytimes: How Americans think about climate change, in 6 maps https://t.co/Rdp0qpqLK0 https://t.co/zzxTAG2BUZ",569556
2,RT @PTI_News: US President #DonaldTrump signs order to roll back Obama's climate change measures.,161689
1,RT @BarackObama: Communities are already experiencing the effects of climate change—we can't afford not to act. Take a look:…,397205
1,Worst climate change threat https://t.co/H5PBnjQ9pa #AgTech #ClimateFacts #environment #Agriculture #foodsecurity… https://t.co/hLJmb6rbkP,463508
2,RT @RunGomez: The National Park Service twitter account for @BadlandsNPS has gone rogue -- tweets about climate change https://t.co/hoACUe1…,748967
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,903494
1,RT @Thevman98: How do we have a president who doesn't believe in global warming now?,166255
2,RT @PamelaFalk: The world is racing to stop climate change. But the math still doesn't add up https://t.co/N4pBGsCidm,400295
1,"RT @bitchxtheme: science: we can reduce and eventually reverse climate change if people stop eating animal products 
carnists: did you say…",854656
1,RT @climatehawk1: Science proves the obvious: the Arctic heat wave is because of #climate change | @FastCoExist…,571241
2,"RT @CBSNews: Only way to save the world’s coral from heat-induced bleaching is with a war on global warming, study says:…",512626
2,Trump to announce decision on climate change Thursday https://t.co/HQdEUgDzmG,411234
1,"RT @UN: Monday is #WorldSoilDay. 

Soils are in danger due to the climate change &amp; more. @IAEAorg explains how nuclear tech… ",675809
1,@NASA What happened to data that led to discovery of climate change?,93486
1,"RT @mmpadellan: Hey Toxic Lowrent:
1. Competent ppl can do 2 things at once. #multitask
2. Pentagon says climate change nat'l sec i…",396886
-1,"RT @geertwilderspvv: No Mr. President terrorism is not linked to climate change but to Islam. 

I will spell it for you: 

I S L A M https:…",711071
2,"RT @WSJ: Appetite for oil and gas will continue to grow despite efforts to curb climate change, says Saudi energy minister https://t.co/oBuÃ¢â‚¬Â¦",14884
1,"I want better laws and a cleaner direction for climate change , and for someone who can make those happen give a damn #SummerofResistance",332222
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,447252
-1,There has been no statistically significant global warming in about 17 years. #climate,930214
-1,RT @Pris0nPlan3t: Anyone lecturing me about the 'science' behind global warming explain this 'science'; I was born with 1 ball &amp; 11 toes. F…,335202
1,RT @NYUADArtsCenter: Holoscenes dramatically connects the everyday actions of individuals to global climate change. Admission is free httpsÃ¢â‚¬Â¦,301900
2,RT @nytimes: Donald Trump has called climate change a hoax. A Chinese official says it is anything but. https://t.co/N7y35LTyN2,143176
1,RT @UNEP: Why must we maintain our soils as a carbon reservoir in the fight against climate change? Find out here:…,494866
1,RT @Allen_Clifton: Don't care if combating climate change might kill some jobs. Why? Because the ultimate 'job killer' is a planet we can n…,915960
1,Unfortunately not far enough to counter climate change @PaulineHansonOz https://t.co/lkSRcywp3r,676059
1,"RT @EricHolthaus: I'm starting my 11th year working on climate change, including the last 4 in daily journalism. Today I went to see a coun…",17112
1,"RT @AssaadRazzouk: In the new new world, China lectures the United States about climate change and the importance of cooperation betweÃ¢â‚¬Â¦",343424
1,"RT @mightyobvious: Holy shit. @realDonaldTrump plans to withdraw funds for climate change progs, withdraw from Nafta and TPP https://t.co/5Ã¢â‚¬Â¦",483641
1,Want to see more about NASA's commitment to climate change study,979700
0,@aliyajasmine @VanJones68 @green4EMA A year or two ago the Pentagon came out and said that climate change was a threat to national security.,998244
2,"RT @pablorodas: #climate #p2 RT China’s ‘airpocalypse’ a product of climate change, not just pollution, researchers say.…",164142
0,"RT @ithinkitinkled: @HarryIsaacJr @FrankMcveety climate change,nothing a good creamsickle wont solve 😁😁",816229
1,RT @mashable: Apple makes an eloquent plea to take climate change seriously https://t.co/MXUUURrgcK https://t.co/A8jtxQTx85,691288
1,"RT @AChuckalovchak: indians blew the world series, our next president is going to be an idiot &amp; global warming has it 75 degrees in novembeÃ¢â‚¬Â¦",741410
1,"RT @NatGeoChannel: Watch #BeforeTheFlood right here, as @LeoDiCaprio travels the world to tackle climate change https://t.co/LkDehj3tNn httÃ¢â‚¬Â¦",111149
1,"RT @GlavenEel: Abstraction, poor water management and climate change all to blame. Bad news for aquatic life,including endangered…",90843
2,Melting glaciers have become symbols of global warming &amp; monitoring their retreat document reality of climate change https://t.co/gzUzvhRZnK,964956
1,RT @ssupergay: All she wants is to help the world and be a good person send water and food to ppl in need solve climate change cur…,146963
1,RT @theSNP: �� Scotland is a world leader on tackling climate change &amp; we’re taking important steps to protect our natural envir…,311812
2,RT @BlairKing_ca: On fighting climate change and what it will mean for BC/Canada’s energy politics https://t.co/NuKyqmJ7za #bcpoli @Norm_Fa…,709651
-1,"RT @joshgremillion: .@BarackObama screeched and cried about global warming. Now retired, he is on a 400 ft yacht in Tahiti. #Hypocrite #mag…",116025
1,It seems Fji recognizes how serious climate change really is and appointed the appropriate skill set. https://t.co/1t5LXQYQ9d,836762
1,"Perry, made head of DOE, denies climate change driver. American Meteorological Society corrects him #HonestQuestion… https://t.co/K4cUeTxGuO",890455
1,"RT @MFoleyy2: @maddytrav screw global warming, it's winter we're supposed to be getting blizzards",71701
2,#UNSG urges rapid scale-up in funding to address climate change #COP22 https://t.co/MozdHunRW1,588283
1,"RT @GeorgeMonbiot: The #DUP is stuffed with climate change deniers, homophobes and misogynists. May's alliance is a dishonourable coalition…",964340
1,RT @rblazak: America is now in the hands of a game show host who thinks climate change is a Chinese hoax. #ElectionFinalThoughts,976675
1,It sickens me how much we can be doing for this planet and yet there are still people who don't 'believe' in global warming,650767
0,He's going to die from climate change...wtf https://t.co/wwoqiK9iLJ,175207
1,RT @tim_cook: Decision to withdraw from the #ParisAgreeement was wrong for our planet. Apple is committed to fight climate change and we wi…,619323
-1,RT @ClimateTruthNow: The science fiction of man-made global warming is rapidly being exposed by legitimate climate science: https://t.co/j6Ã¢â‚¬Â¦,757739
1,"RT @flyosity: An explanation of global climate change from 105 years ago. Simple to understand, regardless of the era. https://t.co/CaocWsI…",696336
2,"RT @ConversationEDU: As Trump strips back ways to mitigate climate change, coastal US towns are planning to retreat from sea-level rise ht…",140319
1,"@1followernodad Well, I mean you did cause me to take climate change more seriously so that counts for something right?",15393
1,RT @LadyLiberty411: Scott #Pruitt: Climate change-denying #EPA chief is told carbon dioxide causes global warming - The Independent https:/…,155455
1,@samncypert Everyone knows climate change and science is a liberal conspiracy sent to destroy capitalism...,467585
0,RT @Elia_paul27: This weather is love I fuck with global warming,324580
2,Website maps Vanuatu climate change flooding risk https://t.co/ikOGzOup5D,711023
1,5 climate change challenges India needs to wake up to https://t.co/VFxG1Ej1hK,246176
1,@JordanChariton It is only going to get worse everyone knows climate change is real. Potable water is going to beco… https://t.co/iKMNrB3QND,738463
2,"Nike, Google, and other companies take down Trump over climate change https://t.co/2lFPGo4Dck https://t.co/gJZZTSYLce",660301
1,RT @StephenSchlegel: she's thinking about how she's going to die because your husband doesn't believe in climate change https://t.co/SjoFoNÃ¢â‚¬Â¦,53641
1,Di Natale’ We are the party that took on the dangerous global warming https://t.co/DgNgzq68vU https://t.co/7rQvgxJclp,595644
1,RT @RichardDawkins: President Trump may destroy America but maybe we can stop him destroying the world. Sign the climate change petition htÃ¢â‚¬Â¦,818298
1,"“This is a stark warning showing why we need greater action on climate change fast,” said Friends of the Earth... https://t.co/Fa3YVa0bqg",318190
2,“The Global Military Advisory Council on Climate Change has warned the impact of global warming will drive massive…” https://t.co/wRvUyifPJd,72364
1,RT @TheRickyDavila: Secretary Of Energy Rick Perry says he has not yet spoken to trump about whether climate change is real or not. This WH…,90958
1,"If youÃ¢â‚¬â„¢re looking for good news about climate change, this is about the best there isÃ¢â‚¬Â¦ https://t.co/2ZqjuwMDVz https://t.co/1hAZ7OKxjX",674433
1,Clearly global warming is Europe's fault! https://t.co/SpPpaGLFYM,310038
2,Daily Mirror: Trump’s environment boss doesn’t think humans are driving climate change – despite… https://t.co/VuCHepZYkm #NewsInTweets,20356
1,tfw a climate change denier speaks to you confidently about the certainty of a weather forecast,813007
1,.@juliaoftoronto I wish you'd addressed climate change in this interview. Seems like a major omission. https://t.co/b0VVMrqNB5,898225
0,Imagine if there was a climate change and Singapore starts to be cold.,843789
1,@Interior @RyanZinke of this country. I hope you also commit to the fight against climate change that is real and is happening!,63270
0,#climate change in the united kingdom jeep dealers lincoln ne,636952
2,Australian coastline glows in the dark in sinister sign of climate change https://t.co/r8l4GkuxGL https://t.co/yTKcRonOOU,549249
1,If global warming doesn't do us in our idolization of luxury will https://t.co/huOpDuFGhh,429660
0,"@JunkScience Saving the world from climate change, Black Lives Matter support, and urging NASA to work on Muslim outreach ... ;-)",857767
-1,"@saeverley @Reuters My Dad once said, ' economic development can be used justify bout anything  ', nowadays the catchall is climate change",832347
1,"RT @worldlandtrust: Great interview with Sir David Attenborough about his fans, his career and climate change https://t.co/yL7Mii81ma b… ",346654
-1,The same people who want us to take their 'sky is falling' warnings about 'climate change' seriously talk about 'imaginary heartbeats.' 🙄,611499
2,California Republicans face backlash for backing climate change program https://t.co/JHng2n3DpL,575560
1,"RT @RosieWoodroffe: Tell me, America, was it the racism, the misogyny, or the climate change denial that won you over? #Election2016",763406
0,I AM A are hot magenta roses global warming purple build refugees pot,25175
2,Emergency campaign launched to convince Trump climate change is real. Failure risks 'planetary disaster' https://t.co/rgjTF6gs1q,978830
0,RT @SenatorLudlam: looking forward to hearing the Government's plan on climate change and clean energy i'm sure it's coming up soon #Budget…,676985
1,We love companies who are doing their part to combat climate change! https://t.co/FiNaKqX8wO,842217
